seed,method,query_index,query_type,retrieve_tool,process_tool,reward,cost_tokens,latency_ms
1,pheromone_router,41,code-snippet,vector_db,small_llm,0.32121983232017604,1150,105
1,pheromone_router,42,code-snippet,knowledge_base,small_llm,0.10177900757768163,1120,110
1,pheromone_router,43,text-summarization,web_search,small_llm,0.16474097758201867,1500,150
1,pheromone_router,44,math-calculation,vector_db,regex_processor,0.0420216186876151,230,25
1,pheromone_router,45,factual-lookup,web_search,small_llm,0.2688002624309707,1500,150
1,pheromone_router,46,text-summarization,knowledge_base,small_llm,0.24670467381791786,1120,110
1,pheromone_router,47,factual-lookup,web_search,small_llm,0.3269625369173517,1500,150
1,pheromone_router,48,text-summarization,web_search,small_llm,0.22087104255493933,1500,150
1,pheromone_router,49,factual-lookup,vector_db,small_llm,0.18980113905539112,1150,105
1,pheromone_router,50,text-summarization,knowledge_base,small_llm,0.276320562186833,1120,110
1,pheromone_router,51,math-calculation,vector_db,small_llm,-0.07780727703413148,1150,105
1,pheromone_router,52,code-snippet,knowledge_base,small_llm,0.12387733239218643,1120,110
1,pheromone_router,53,math-calculation,web_search,regex_processor,-0.04351144010595791,580,70
1,pheromone_router,54,math-calculation,knowledge_base,calculator,0.2369340899950474,180,25
1,pheromone_router,55,math-calculation,knowledge_base,regex_processor,0.06843592589825057,200,30
1,pheromone_router,56,math-calculation,web_search,small_llm,-0.15395638519377014,1500,150
1,pheromone_router,57,text-summarization,web_search,small_llm,0.1707891221901498,1500,150
1,pheromone_router,58,code-snippet,web_search,small_llm,0.1808341276118583,1500,150
1,pheromone_router,59,text-summarization,knowledge_base,small_llm,0.26745439738463794,1120,110
1,pheromone_router,60,code-snippet,vector_db,regex_processor,0.3727758271574513,230,25
1,pheromone_router,61,math-calculation,knowledge_base,small_llm,-0.04866695780852873,1120,110
1,pheromone_router,62,factual-lookup,vector_db,small_llm,0.22324164501004376,1150,105
1,pheromone_router,63,factual-lookup,web_search,small_llm,0.2658768662567433,1500,150
1,pheromone_router,64,code-snippet,vector_db,small_llm,0.26179594906311,1150,105
1,pheromone_router,65,code-snippet,vector_db,regex_processor,0.4273758623218455,230,25
1,pheromone_router,66,text-summarization,knowledge_base,small_llm,0.3260989088463879,1120,110
1,pheromone_router,67,factual-lookup,knowledge_base,small_llm,0.2576982709729818,1120,110
1,pheromone_router,68,text-summarization,vector_db,small_llm,0.5090634202427777,1150,105
1,pheromone_router,69,factual-lookup,web_search,regex_processor,0.12542448217218943,580,70
1,pheromone_router,70,text-summarization,web_search,small_llm,0.22424568429899033,1500,150
1,pheromone_router,71,code-snippet,vector_db,small_llm,0.2976180794551655,1150,105
1,pheromone_router,72,factual-lookup,web_search,small_llm,0.3377944372916096,1500,150
1,pheromone_router,73,math-calculation,web_search,small_llm,-0.1272625676685673,1500,150
1,pheromone_router,74,math-calculation,knowledge_base,small_llm,-0.06545079490699854,1120,110
1,pheromone_router,75,text-summarization,knowledge_base,small_llm,0.2411358266116709,1120,110
1,pheromone_router,76,text-summarization,knowledge_base,small_llm,0.27853477685113504,1120,110
1,pheromone_router,77,text-summarization,knowledge_base,small_llm,0.2347335023196309,1120,110
1,pheromone_router,78,factual-lookup,knowledge_base,small_llm,0.3684885947611105,1120,110
1,pheromone_router,79,math-calculation,web_search,small_llm,-0.15782409675985523,1500,150
1,pheromone_router,80,code-snippet,web_search,small_llm,0.17963945225807015,1500,150
1,pheromone_router,81,factual-lookup,knowledge_base,small_llm,0.2568428080098274,1120,110
1,pheromone_router,82,code-snippet,vector_db,small_llm,0.38276009175528125,1150,105
1,pheromone_router,83,text-summarization,web_search,small_llm,0.20897435588986296,1500,150
1,pheromone_router,84,math-calculation,vector_db,small_llm,-0.07166883111580943,1150,105
1,pheromone_router,85,text-summarization,knowledge_base,small_llm,0.16466225012543964,1120,110
1,pheromone_router,86,code-snippet,web_search,small_llm,0.17946998232982148,1500,150
1,pheromone_router,87,code-snippet,vector_db,small_llm,0.39765573152083644,1150,105
1,pheromone_router,88,factual-lookup,vector_db,small_llm,0.24323294463365155,1150,105
1,pheromone_router,89,factual-lookup,knowledge_base,small_llm,0.3906774604777503,1120,110
1,pheromone_router,90,factual-lookup,web_search,small_llm,0.20549118933188532,1500,150
1,pheromone_router,91,code-snippet,web_search,small_llm,0.18922428931936258,1500,150
1,pheromone_router,92,math-calculation,vector_db,small_llm,-0.02947341365082895,1150,105
1,pheromone_router,93,math-calculation,web_search,small_llm,-0.20351029470873533,1500,150
1,pheromone_router,94,text-summarization,knowledge_base,small_llm,0.20321770297771194,1120,110
1,pheromone_router,95,math-calculation,vector_db,small_llm,-0.04313944912175968,1150,105
1,pheromone_router,96,code-snippet,vector_db,small_llm,0.3656892798660697,1150,105
1,pheromone_router,97,text-summarization,knowledge_base,small_llm,0.29479220525124306,1120,110
1,pheromone_router,98,math-calculation,web_search,small_llm,-0.20981004998535968,1500,150
1,pheromone_router,99,code-snippet,vector_db,small_llm,0.40288525142241205,1150,105
2,pheromone_router,0,factual-lookup,knowledge_base,regex_processor,0.15045446642424082,200,30
2,pheromone_router,1,text-summarization,knowledge_base,small_llm,0.25837526361266927,1120,110
2,pheromone_router,2,code-snippet,web_search,small_llm,0.2104295369443719,1500,150
2,pheromone_router,3,code-snippet,knowledge_base,small_llm,0.16283590124459976,1120,110
2,pheromone_router,4,math-calculation,web_search,calculator,0.19823056790040988,560,65
2,pheromone_router,5,math-calculation,web_search,small_llm,-0.12852938009700876,1500,150
2,pheromone_router,6,math-calculation,vector_db,small_llm,-0.06413361081641825,1150,105
2,pheromone_router,7,factual-lookup,vector_db,small_llm,0.22758856041238942,1150,105
2,pheromone_router,8,text-summarization,knowledge_base,small_llm,0.329743311996477,1120,110
2,pheromone_router,9,text-summarization,web_search,small_llm,0.3095252897779264,1500,150
2,pheromone_router,10,factual-lookup,knowledge_base,regex_processor,0.13391691779075698,200,30
2,pheromone_router,11,factual-lookup,knowledge_base,small_llm,0.2361998644866489,1120,110
2,pheromone_router,12,math-calculation,vector_db,small_llm,-0.056190441131430485,1150,105
2,pheromone_router,13,code-snippet,vector_db,small_llm,0.3801034254335506,1150,105
2,pheromone_router,14,text-summarization,vector_db,regex_processor,0.1723794339267516,230,25
2,pheromone_router,15,math-calculation,vector_db,small_llm,-0.012865967353495406,1150,105
2,pheromone_router,16,factual-lookup,vector_db,small_llm,0.17761577871007986,1150,105
2,pheromone_router,17,math-calculation,vector_db,small_llm,-0.052950544258570875,1150,105
2,pheromone_router,18,factual-lookup,vector_db,small_llm,0.21910182661846897,1150,105
2,pheromone_router,19,code-snippet,web_search,regex_processor,0.1988376221853051,580,70
2,pheromone_router,20,code-snippet,knowledge_base,small_llm,0.1166494847068871,1120,110
2,pheromone_router,21,code-snippet,web_search,small_llm,0.1433933744711282,1500,150
2,pheromone_router,22,factual-lookup,web_search,small_llm,0.3130180209037002,1500,150
2,pheromone_router,23,math-calculation,vector_db,calculator,0.2367771587147228,210,20
2,pheromone_router,24,code-snippet,vector_db,small_llm,0.2895252349460996,1150,105
2,pheromone_router,25,text-summarization,web_search,small_llm,0.2599461901665659,1500,150
2,pheromone_router,26,math-calculation,knowledge_base,small_llm,-0.05876569738780041,1120,110
2,pheromone_router,27,factual-lookup,knowledge_base,small_llm,0.2440844733957996,1120,110
2,pheromone_router,28,text-summarization,vector_db,small_llm,0.5655710742351251,1150,105
2,pheromone_router,29,text-summarization,vector_db,small_llm,0.41397253773061293,1150,105
2,pheromone_router,30,code-snippet,web_search,regex_processor,0.2515573166095172,580,70
2,pheromone_router,31,code-snippet,web_search,small_llm,0.16575687865364652,1500,150
2,pheromone_router,32,code-snippet,web_search,small_llm,0.20707399703672374,1500,150
2,pheromone_router,33,factual-lookup,knowledge_base,small_llm,0.24452457956719778,1120,110
2,pheromone_router,34,factual-lookup,vector_db,small_llm,0.17184408733152842,1150,105
2,pheromone_router,35,math-calculation,vector_db,small_llm,-0.05172121014455158,1150,105
2,pheromone_router,36,text-summarization,knowledge_base,small_llm,0.265684719385472,1120,110
2,pheromone_router,37,text-summarization,knowledge_base,small_llm,0.3373926654178492,1120,110
2,pheromone_router,38,factual-lookup,vector_db,small_llm,0.12485794642051481,1150,105
2,pheromone_router,39,factual-lookup,knowledge_base,small_llm,0.3223395033473757,1120,110
2,pheromone_router,40,math-calculation,vector_db,small_llm,-0.06843409036423448,1150,105
2,pheromone_router,41,code-snippet,vector_db,small_llm,0.2804770309787805,1150,105
2,pheromone_router,42,code-snippet,knowledge_base,small_llm,0.07604651930446707,1120,110
2,pheromone_router,43,text-summarization,knowledge_base,regex_processor,0.09713697228208733,200,30
2,pheromone_router,44,math-calculation,knowledge_base,small_llm,0.00466924931206561,1120,110
2,pheromone_router,45,factual-lookup,knowledge_base,regex_processor,0.07224875284420597,200,30
2,pheromone_router,46,text-summarization,web_search,small_llm,0.14084101587586045,1500,150
2,pheromone_router,47,factual-lookup,vector_db,small_llm,0.19885725549744668,1150,105
2,pheromone_router,48,text-summarization,knowledge_base,small_llm,0.13056083868858911,1120,110
2,pheromone_router,49,factual-lookup,web_search,small_llm,0.23378683201715517,1500,150
2,pheromone_router,50,text-summarization,knowledge_base,small_llm,0.2407787852235773,1120,110
2,pheromone_router,51,math-calculation,vector_db,small_llm,-0.06819508710469585,1150,105
2,pheromone_router,52,code-snippet,vector_db,small_llm,0.396022576096258,1150,105
2,pheromone_router,53,math-calculation,web_search,small_llm,-0.14536985996042667,1500,150
2,pheromone_router,54,math-calculation,knowledge_base,regex_processor,0.09602946777518055,200,30
2,pheromone_router,55,math-calculation,vector_db,small_llm,-0.061279053690877244,1150,105
2,pheromone_router,56,math-calculation,vector_db,regex_processor,0.046692428181043966,230,25
2,pheromone_router,57,text-summarization,web_search,small_llm,0.22239306129289854,1500,150
2,pheromone_router,58,code-snippet,knowledge_base,small_llm,0.15902114165027645,1120,110
2,pheromone_router,59,text-summarization,knowledge_base,small_llm,0.328581088993122,1120,110
2,pheromone_router,60,code-snippet,web_search,small_llm,0.21018169006422444,1500,150
2,pheromone_router,61,math-calculation,vector_db,small_llm,-0.059685433961142925,1150,105
2,pheromone_router,62,factual-lookup,knowledge_base,small_llm,0.19239649508091447,1120,110
2,pheromone_router,63,factual-lookup,web_search,small_llm,0.22380977150143738,1500,150
2,pheromone_router,64,code-snippet,web_search,regex_processor,0.3124654431545913,580,70
2,pheromone_router,65,code-snippet,knowledge_base,small_llm,0.08330760001869017,1120,110
2,pheromone_router,66,text-summarization,knowledge_base,small_llm,0.2971351665264764,1120,110
2,pheromone_router,67,factual-lookup,knowledge_base,small_llm,0.2349699151028539,1120,110
2,pheromone_router,68,text-summarization,web_search,small_llm,0.13289659291237615,1500,150
2,pheromone_router,69,factual-lookup,knowledge_base,small_llm,0.2002354180362423,1120,110
2,pheromone_router,70,text-summarization,knowledge_base,small_llm,0.28276150156612134,1120,110
2,pheromone_router,71,code-snippet,web_search,calculator,-0.01435560011469543,560,65
2,pheromone_router,72,factual-lookup,knowledge_base,small_llm,0.24724108754711813,1120,110
2,pheromone_router,73,math-calculation,knowledge_base,small_llm,0.024511412956420203,1120,110
2,pheromone_router,74,math-calculation,knowledge_base,small_llm,-0.013822247523874093,1120,110
2,pheromone_router,75,text-summarization,knowledge_base,small_llm,0.2891202905675273,1120,110
2,pheromone_router,76,text-summarization,knowledge_base,small_llm,0.19515565055811393,1120,110
2,pheromone_router,77,text-summarization,knowledge_base,small_llm,0.18034991212074228,1120,110
2,pheromone_router,78,factual-lookup,knowledge_base,small_llm,0.23851123666755633,1120,110
2,pheromone_router,79,math-calculation,web_search,regex_processor,-0.010383316205363313,580,70
2,pheromone_router,80,code-snippet,web_search,small_llm,0.2772206310398771,1500,150
2,pheromone_router,81,factual-lookup,vector_db,small_llm,0.18886173722954644,1150,105
2,pheromone_router,82,code-snippet,vector_db,small_llm,0.3474815660243017,1150,105
2,pheromone_router,83,text-summarization,web_search,small_llm,0.22867670695962555,1500,150
2,pheromone_router,84,math-calculation,knowledge_base,small_llm,0.001304751938718235,1120,110
2,pheromone_router,85,text-summarization,vector_db,small_llm,0.44033196589096013,1150,105
2,pheromone_router,86,code-snippet,knowledge_base,small_llm,0.07312728613777816,1120,110
2,pheromone_router,87,code-snippet,vector_db,small_llm,0.2942140947389298,1150,105
2,pheromone_router,88,factual-lookup,web_search,small_llm,0.34217483424514933,1500,150
2,pheromone_router,89,factual-lookup,vector_db,small_llm,0.18875179086524715,1150,105
2,pheromone_router,90,factual-lookup,vector_db,small_llm,0.20749351371207345,1150,105
2,pheromone_router,91,code-snippet,web_search,small_llm,0.173002462878395,1500,150
2,pheromone_router,92,math-calculation,vector_db,small_llm,-0.048194957694547125,1150,105
2,pheromone_router,93,math-calculation,knowledge_base,small_llm,-0.05024628729550393,1120,110
2,pheromone_router,94,text-summarization,web_search,small_llm,0.2255907045083097,1500,150
2,pheromone_router,95,math-calculation,vector_db,small_llm,-0.08095352189278698,1150,105
2,pheromone_router,96,code-snippet,web_search,small_llm,0.16298489780267778,1500,150
2,pheromone_router,97,text-summarization,web_search,small_llm,0.2669810676585959,1500,150
2,pheromone_router,98,math-calculation,knowledge_base,small_llm,-0.023276731238942472,1120,110
2,pheromone_router,99,code-snippet,knowledge_base,small_llm,0.10689637171980862,1120,110
3,pheromone_router,0,factual-lookup,knowledge_base,regex_processor,0.10533174963055421,200,30
3,pheromone_router,1,text-summarization,knowledge_base,small_llm,0.20384936095430425,1120,110
3,pheromone_router,2,code-snippet,vector_db,regex_processor,0.362946013417856,230,25
3,pheromone_router,3,code-snippet,vector_db,regex_processor,0.39139850929675213,230,25
3,pheromone_router,4,math-calculation,vector_db,calculator,0.35575440170494266,210,20
3,pheromone_router,5,math-calculation,knowledge_base,regex_processor,0.08570039447375975,200,30
3,pheromone_router,6,math-calculation,vector_db,small_llm,-0.02206153627876334,1150,105
3,pheromone_router,7,factual-lookup,web_search,small_llm,0.300691252495993,1500,150
3,pheromone_router,8,text-summarization,knowledge_base,small_llm,0.32202718155457755,1120,110
3,pheromone_router,9,text-summarization,knowledge_base,small_llm,0.23171912282590976,1120,110
3,pheromone_router,10,factual-lookup,web_search,small_llm,0.17490565155202303,1500,150
3,pheromone_router,11,factual-lookup,knowledge_base,small_llm,0.20013301703766592,1120,110
3,pheromone_router,12,math-calculation,web_search,calculator,0.09804009211130099,560,65
3,pheromone_router,13,code-snippet,web_search,small_llm,0.25944355514186984,1500,150
3,pheromone_router,14,text-summarization,vector_db,small_llm,0.5142638650478384,1150,105
3,pheromone_router,15,math-calculation,vector_db,small_llm,-0.0926112711577641,1150,105
3,pheromone_router,16,factual-lookup,knowledge_base,small_llm,0.23310761726874216,1120,110
3,pheromone_router,17,math-calculation,vector_db,regex_processor,0.06536556700945012,230,25
3,pheromone_router,18,factual-lookup,knowledge_base,small_llm,0.3362827423475663,1120,110
3,pheromone_router,19,code-snippet,knowledge_base,small_llm,0.05989499017494901,1120,110
3,pheromone_router,20,code-snippet,web_search,small_llm,0.15581992970794756,1500,150
3,pheromone_router,21,code-snippet,vector_db,small_llm,0.38043744995255,1150,105
3,pheromone_router,22,factual-lookup,knowledge_base,small_llm,0.2818130292687565,1120,110
3,pheromone_router,23,math-calculation,vector_db,small_llm,-0.08034904608124102,1150,105
3,pheromone_router,24,code-snippet,vector_db,small_llm,0.27947294531081435,1150,105
3,pheromone_router,25,text-summarization,web_search,small_llm,0.22675198780699563,1500,150
3,pheromone_router,26,math-calculation,knowledge_base,calculator,0.26976033703175717,180,25
3,pheromone_router,27,factual-lookup,web_search,calculator,0.018652638108453634,560,65
3,pheromone_router,28,text-summarization,web_search,small_llm,0.12620205571292187,1500,150
3,pheromone_router,29,text-summarization,knowledge_base,small_llm,0.2945595284632745,1120,110
3,pheromone_router,30,code-snippet,knowledge_base,small_llm,0.13507929860229798,1120,110
3,pheromone_router,31,code-snippet,knowledge_base,small_llm,0.09053277492878406,1120,110
3,pheromone_router,32,code-snippet,web_search,small_llm,0.256749872331618,1500,150
3,pheromone_router,33,factual-lookup,web_search,small_llm,0.24161046776182943,1500,150
