seed,snapshot_query,layer,query_type,tool,tau,eta,effective_probability,traffic_share,n_type_queries_in_prefix
0,75,retrieve,factual-lookup,vector_db,4.003006660603507,0.6487355273353228,0.18775920993744943,0.1,20
0,75,retrieve,factual-lookup,web_search,6.083183130449678,0.8952899894498829,0.5434228799529922,0.6,20
0,75,retrieve,math-calculation,knowledge_base,3.33036257121197,0.3252687649863037,0.26258098533337604,0.21052631578947367,19
0,75,retrieve,math-calculation,vector_db,4.003006660603507,0.3388876863548721,0.34259808068460157,0.42105263157894735,19
0,75,retrieve,math-calculation,web_search,6.083183130449678,0.29511489026500876,0.39482093398202245,0.3684210526315789,19
0,75,retrieve,text-summarization,knowledge_base,3.33036257121197,0.9,0.3848834162603676,0.3333333333333333,18
0,75,retrieve,text-summarization,vector_db,4.003006660603507,0.709004267172548,0.28710230126940484,0.1111111111111111,18
0,75,retrieve,text-summarization,web_search,6.083183130449678,0.6147585821621118,0.32801428247022757,0.5555555555555556,18
0,75,retrieve,code-snippet,knowledge_base,3.33036257121197,0.4203298622196588,0.1415664723866905,0.16666666666666666,18
0,75,retrieve,code-snippet,vector_db,4.003006660603507,0.5695941459712673,0.3124681451902,0.3888888888888889,18
0,75,retrieve,code-snippet,web_search,6.083183130449678,0.6107632630900989,0.5459653824231094,0.4444444444444444,18
0,75,process,factual-lookup,calculator,0.8066619889082406,0.10311439465548324,0.00225772248028118,0.1,20
0,75,process,factual-lookup,regex_processor,2.3602514680142135,0.27922060862328446,0.04843882353398695,0.0,20
0,75,process,factual-lookup,small_llm,10.249638905342703,0.5931684756547083,0.9493034539857318,0.9,20
0,75,process,math-calculation,calculator,0.8066619889082406,0.3,0.018746343033017903,0.05263157894736842,19
0,75,process,math-calculation,regex_processor,2.3602514680142135,0.38389330975474667,0.08981767753484367,0.10526315789473684,19
0,75,process,math-calculation,small_llm,10.249638905342703,0.5803628007629783,0.8914359794321385,0.8421052631578947,19
0,75,process,text-summarization,calculator,0.8066619889082406,0.05,0.0002044710781487593,0.0,18
0,75,process,text-summarization,regex_processor,2.3602514680142135,0.3099695487569871,0.022993052134121124,0.1111111111111111,18
0,75,process,text-summarization,small_llm,10.249638905342703,0.9695025386087188,0.9768024767877301,0.8888888888888888,18
0,75,process,code-snippet,calculator,0.8066619889082406,0.25683035028598605,0.00596932471364629,0.0,18
0,75,process,code-snippet,regex_processor,2.3602514680142135,0.7061918278299674,0.1320518756707321,0.2777777777777778,18
0,75,process,code-snippet,small_llm,10.249638905342703,0.865811894969673,0.8619787996156216,0.7222222222222222,18
0,100,retrieve,factual-lookup,knowledge_base,3.7776354990224608,0.8510274249551012,0.2545252032403141,0.24,25
0,100,retrieve,factual-lookup,vector_db,5.263686734628209,0.6487355273353228,0.20608625610447767,0.2,25
0,100,retrieve,factual-lookup,web_search,7.23353568080678,0.8952899894498829,0.5393885406552082,0.56,25
0,100,retrieve,math-calculation,knowledge_base,3.7776354990224608,0.3252687649863037,0.24457256982560593,0.24,25
0,100,retrieve,math-calculation,vector_db,5.263686734628209,0.3388876863548721,0.3699172525407145,0.44,25
0,100,retrieve,math-calculation,web_search,7.23353568080678,0.29511489026500876,0.38551017763367956,0.32,25
0,100,retrieve,text-summarization,knowledge_base,3.7776354990224608,0.9,0.362561549347548,0.36,25
0,100,retrieve,text-summarization,vector_db,5.263686734628209,0.709004267172548,0.313519391031122,0.16,25
0,100,retrieve,text-summarization,web_search,7.23353568080678,0.6147585821621118,0.3239190596213301,0.48,25
0,100,retrieve,code-snippet,knowledge_base,3.7776354990224608,0.4203298622196588,0.13155066703793733,0.16,25
0,100,retrieve,code-snippet,vector_db,5.263686734628209,0.5695941459712673,0.33659958928757416,0.28,25
0,100,retrieve,code-snippet,web_search,7.23353568080678,0.6107632630900989,0.5318497436744886,0.56,25
0,100,process,factual-lookup,calculator,0.9047158435607551,0.10311439465548324,0.0020307979717160717,0.08,25
0,100,process,factual-lookup,regex_processor,2.4857059838575344,0.27922060862328446,0.04091293431637302,0.04,25
0,100,process,factual-lookup,small_llm,12.884436087039159,0.5931684756547083,0.9570562677119109,0.88,25
0,100,process,math-calculation,calculator,0.9047158435607551,0.3,0.017007707877923658,0.08,25
0,100,process,math-calculation,regex_processor,2.4857059838575344,0.38389330975474667,0.07651770355740961,0.2,25
0,100,process,math-calculation,small_llm,12.884436087039159,0.5803628007629783,0.9064745885646667,0.72,25
0,100,process,text-summarization,calculator,0.9047158435607551,0.05,0.0001831167519335491,0.0,25
0,100,process,text-summarization,regex_processor,2.4857059838575344,0.3099695487569871,0.019335868853860322,0.08,25
0,100,process,text-summarization,small_llm,12.884436087039159,0.9695025386087188,0.9804810143942061,0.92,25
0,100,process,code-snippet,calculator,0.9047158435607551,0.25683035028598605,0.005446009701461075,0.0,25
0,100,process,code-snippet,regex_processor,2.4857059838575344,0.7061918278299674,0.11312762235103054,0.24,25
0,100,process,code-snippet,small_llm,12.884436087039159,0.865811894969673,0.8814263679475084,0.76,25
1,25,retrieve,factual-lookup,knowledge_base,2.0121531487743956,0.8510274249551012,0.2856018298773517,0.2857142857142857,7
1,25,retrieve,factual-lookup,vector_db,1.7504990897781445,0.6487355273353228,0.14438101659438027,0.0,7
1,25,retrieve,factual-lookup,web_search,3.628671272407548,0.8952899894498829,0.570017153528268,0.7142857142857143,7
1,25,retrieve,math-calculation,knowledge_base,2.0121531487743956,0.3252687649863037,0.2916428071490841,0.14285714285714285,7
1,25,retrieve,math-calculation,vector_db,1.7504990897781445,0.3388876863548721,0.27540954180073657,0.42857142857142855,7
1,25,retrieve,math-calculation,web_search,3.628671272407548,0.29511489026500876,0.43294765105017924,0.42857142857142855,7
1,25,retrieve,text-summarization,knowledge_base,2.0121531487743956,0.9,0.41993581848156014,0.5,4
1,25,retrieve,text-summarization,vector_db,1.7504990897781445,0.709004267172548,0.2267234571591902,0.25,4
1,25,retrieve,text-summarization,web_search,3.628671272407548,0.6147585821621118,0.3533407243592496,0.25,4
1,25,retrieve,code-snippet,knowledge_base,2.0121531487743956,0.4203298622196588,0.15612451513104494,0.14285714285714285,7
1,25,retrieve,code-snippet,vector_db,1.7504990897781445,0.5695941459712673,0.24941496211807157,0.14285714285714285,7
1,25,retrieve,code-snippet,web_search,3.628671272407548,0.6107632630900989,0.5944605227508833,0.7142857142857143,7
1,25,process,factual-lookup,calculator,1.0318257492934875,0.10311439465548324,0.005731013144584918,0.0,7
1,25,process,factual-lookup,regex_processor,1.2203574724590778,0.27922060862328446,0.04970138069127537,0.0,7
1,25,process,factual-lookup,small_llm,5.139140289207521,0.5931684756547083,0.9445676061641397,1.0,7
1,25,process,math-calculation,calculator,1.0318257492934875,0.3,0.04634679625751834,0.14285714285714285,7
1,25,process,math-calculation,regex_processor,1.2203574724590778,0.38389330975474667,0.08975920547524512,0.2857142857142857,7
1,25,process,math-calculation,small_llm,5.139140289207521,0.5803628007629783,0.8638939982672366,0.5714285714285714,7
1,25,process,text-summarization,calculator,1.0318257492934875,0.05,0.0005210934194965608,0.0,4
1,25,process,text-summarization,regex_processor,1.2203574724590778,0.3099695487569871,0.023686142923939817,0.0,4
1,25,process,text-summarization,small_llm,5.139140289207521,0.9695025386087188,0.9757927636565636,1.0,4
1,25,process,code-snippet,calculator,1.0318257492934875,0.25683035028598605,0.015027458352613978,0.0,7
1,25,process,code-snippet,regex_processor,1.2203574724590778,0.7061918278299674,0.13437513795380057,0.14285714285714285,7
1,25,process,code-snippet,small_llm,5.139140289207521,0.865811894969673,0.8505974036935855,0.8571428571428571,7
1,50,retrieve,factual-lookup,knowledge_base,3.108132130053849,0.8510274249551012,0.291162614681801,0.26666666666666666,15
1,50,retrieve,factual-lookup,vector_db,2.717304088368892,0.6487355273353228,0.14791854735592067,0.06666666666666667,15
1,50,retrieve,factual-lookup,web_search,5.410327343414793,0.8952899894498829,0.5609188379622784,0.6666666666666666,15
1,50,retrieve,math-calculation,knowledge_base,3.108132130053849,0.3252687649863037,0.29569023560179897,0.2727272727272727,11
1,50,retrieve,math-calculation,vector_db,2.717304088368892,0.3388876863548721,0.2806096544152363,0.36363636363636365,11
1,50,retrieve,math-calculation,web_search,5.410327343414793,0.29511489026500876,0.4237001099829647,0.36363636363636365,11
1,50,retrieve,text-summarization,knowledge_base,3.108132130053849,0.9,0.42467586991898826,0.4166666666666667,12
1,50,retrieve,text-summarization,vector_db,2.717304088368892,0.709004267172548,0.2304140903084047,0.08333333333333333,12
1,50,retrieve,text-summarization,web_search,5.410327343414793,0.6147585821621118,0.3449100397726071,0.5,12
1,50,retrieve,code-snippet,knowledge_base,3.108132130053849,0.4203298622196588,0.15921808420841216,0.16666666666666666,12
1,50,retrieve,code-snippet,vector_db,2.717304088368892,0.5695941459712673,0.25561227567683253,0.3333333333333333,12
1,50,retrieve,code-snippet,web_search,5.410327343414793,0.6107632630900989,0.5851696401147554,0.5,12
1,50,process,factual-lookup,calculator,1.1847368393323117,0.10311439465548324,0.00399335323014541,0.0,15
1,50,process,factual-lookup,regex_processor,1.4407353685581954,0.27922060862328446,0.03560872286694099,0.0,15
1,50,process,factual-lookup,small_llm,8.610291353947026,0.5931684756547083,0.9603979239029137,1.0,15
1,50,process,math-calculation,calculator,1.1847368393323117,0.3,0.03312322501463701,0.18181818181818182,11
1,50,process,math-calculation,regex_processor,1.4407353685581954,0.38389330975474667,0.06595891717299918,0.2727272727272727,11
1,50,process,math-calculation,small_llm,8.610291353947026,0.5803628007629783,0.9009178578123639,0.5454545454545454,11
1,50,process,text-summarization,calculator,1.1847368393323117,0.05,0.00035968672051381355,0.0,12
1,50,process,text-summarization,regex_processor,1.4407353685581954,0.3099695487569871,0.016810660690494122,0.0,12
1,50,process,text-summarization,small_llm,8.610291353947026,0.9695025386087188,0.982829652588992,1.0,12
1,50,process,code-snippet,calculator,1.1847368393323117,0.25683035028598605,0.010777188681889566,0.0,12
1,50,process,code-snippet,regex_processor,1.4407353685581954,0.7061918278299674,0.09908787115722026,0.16666666666666666,12
1,50,process,code-snippet,small_llm,8.610291353947026,0.865811894969673,0.8901349401608902,0.8333333333333334,12
1,75,retrieve,factual-lookup,knowledge_base,4.237849201042902,0.8510274249551012,0.31126441773435237,0.25,20
1,75,retrieve,factual-lookup,vector_db,4.454525087813558,0.6487355273353228,0.19012255434351552,0.1,20
1,75,retrieve,factual-lookup,web_search,6.133936812976248,0.8952899894498829,0.49861302792213213,0.65,20
1,75,retrieve,math-calculation,knowledge_base,4.237849201042902,0.3252687649863037,0.30007637236822177,0.3684210526315789,19
1,75,retrieve,math-calculation,vector_db,4.454525087813558,0.3388876863548721,0.34238487212716895,0.2631578947368421,19
1,75,retrieve,math-calculation,web_search,6.133936812976248,0.29511489026500876,0.35753875550460934,0.3684210526315789,19
1,75,retrieve,text-summarization,knowledge_base,4.237849201042902,0.9,0.4296151097829102,0.4444444444444444,18
1,75,retrieve,text-summarization,vector_db,4.454525087813558,0.709004267172548,0.2802516233389834,0.1111111111111111,18
1,75,retrieve,text-summarization,web_search,6.133936812976248,0.6147585821621118,0.29013326687810637,0.4444444444444444,18
1,75,retrieve,code-snippet,knowledge_base,4.237849201042902,0.4203298622196588,0.16704923652732684,0.16666666666666666,18
1,75,retrieve,code-snippet,vector_db,4.454525087813558,0.5695941459712673,0.32244151201725296,0.4444444444444444,18
1,75,retrieve,code-snippet,web_search,6.133936812976248,0.6107632630900989,0.5105092514554201,0.3888888888888889,18
1,75,process,factual-lookup,calculator,1.2830580137179415,0.10311439465548324,0.0032754766302752025,0.0,20
1,75,process,factual-lookup,regex_processor,2.2413244563158545,0.27922060862328446,0.04195553731300435,0.05,20
1,75,process,factual-lookup,small_llm,11.301928631798912,0.5931684756547083,0.9547689860567203,0.95,20
1,75,process,math-calculation,calculator,1.2830580137179415,0.3,0.02715457105042104,0.15789473684210525,19
1,75,process,math-calculation,regex_processor,2.2413244563158545,0.38389330975474667,0.07767476732184399,0.2631578947368421,19
1,75,process,math-calculation,small_llm,11.301928631798912,0.5803628007629783,0.8951706616277351,0.5789473684210527,19
1,75,process,text-summarization,calculator,1.2830580137179415,0.05,0.00029586353787502186,0.0,18
1,75,process,text-summarization,regex_processor,2.2413244563158545,0.3099695487569871,0.01986314148423845,0.0,18
1,75,process,text-summarization,small_llm,11.301928631798912,0.9695025386087188,0.9798409949778865,1.0,18
1,75,process,code-snippet,calculator,1.2830580137179415,0.25683035028598605,0.008747885277649272,0.0,18
1,75,process,code-snippet,regex_processor,2.2413244563158545,0.7061918278299674,0.11553516854803503,0.2222222222222222,18
1,75,process,code-snippet,small_llm,11.301928631798912,0.865811894969673,0.8757169461743157,0.7777777777777778,18
1,100,retrieve,factual-lookup,knowledge_base,5.802270223738437,0.8510274249551012,0.3675695673007835,0.32,25
1,100,retrieve,factual-lookup,vector_db,5.473187264926772,0.6487355273353228,0.2014791717772392,0.12,25
1,100,retrieve,factual-lookup,web_search,6.146759400650369,0.8952899894498829,0.4309512609219773,0.56,25
1,100,retrieve,math-calculation,knowledge_base,5.802270223738437,0.3252687649863037,0.34530549489277185,0.28,25
1,100,retrieve,math-calculation,vector_db,5.473187264926772,0.3388876863548721,0.3535677969273377,0.32,25
1,100,retrieve,math-calculation,web_search,6.146759400650369,0.29511489026500876,0.3011267081798904,0.4,25
1,100,retrieve,text-summarization,knowledge_base,5.802270223738437,0.9,0.4808426403417273,0.56,25
1,100,retrieve,text-summarization,vector_db,5.473187264926772,0.709004267172548,0.28148678398151844,0.08,25
1,100,retrieve,text-summarization,web_search,6.146759400650369,0.6147585821621118,0.23767057567675443,0.36,25
1,100,retrieve,code-snippet,knowledge_base,5.802270223738437,0.4203298622196588,0.20125139560563535,0.12,25
1,100,retrieve,code-snippet,vector_db,5.473187264926772,0.5695941459712673,0.348603546475372,0.48,25
1,100,retrieve,code-snippet,web_search,6.146759400650369,0.6107632630900989,0.4501450579189928,0.4,25
1,100,process,factual-lookup,calculator,1.1000618645114197,0.10311439465548324,0.002237143758967463,0.0,25
1,100,process,factual-lookup,regex_processor,1.9216555557338055,0.27922060862328446,0.02865554514612066,0.04,25
1,100,process,factual-lookup,small_llm,14.400499469070358,0.5931684756547083,0.9691073110949118,0.96,25
1,100,process,math-calculation,calculator,1.1000618645114197,0.3,0.018920919480489934,0.12,25
1,100,process,math-calculation,regex_processor,1.9216555557338055,0.38389330975474667,0.05412267479510096,0.2,25
1,100,process,math-calculation,small_llm,14.400499469070358,0.5803628007629783,0.9269564057244092,0.68,25
1,100,process,text-summarization,calculator,1.1000618645114197,0.05,0.00020040592496238985,0.0,25
1,100,process,text-summarization,regex_processor,1.9216555557338055,0.3099695487569871,0.013454484017862112,0.0,25
1,100,process,text-summarization,small_llm,14.400499469070358,0.9695025386087188,0.9863451100571754,1.0,25
1,100,process,code-snippet,calculator,1.1000618645114197,0.25683035028598605,0.006135833729666806,0.0,25
1,100,process,code-snippet,regex_processor,1.9216555557338055,0.7061918278299674,0.0810372520489054,0.16,25
1,100,process,code-snippet,small_llm,14.400499469070358,0.865811894969673,0.9128269142214278,0.84,25
2,25,retrieve,factual-lookup,knowledge_base,2.184281999178806,0.8510274249551012,0.3587702956668165,0.42857142857142855,7
2,25,retrieve,factual-lookup,vector_db,2.535941510887412,0.6487355273353228,0.24204452172047775,0.42857142857142855,7
2,25,retrieve,factual-lookup,web_search,2.1959694550978623,0.8952899894498829,0.39918518261270564,0.14285714285714285,7
2,25,retrieve,math-calculation,knowledge_base,2.184281999178806,0.3252687649863037,0.323850795351282,0.0,7
2,25,retrieve,math-calculation,vector_db,2.535941510887412,0.3388876863548721,0.4081336002266532,0.7142857142857143,7
2,25,retrieve,math-calculation,web_search,2.1959694550978623,0.29511489026500876,0.26801560442206496,0.2857142857142857,7
2,25,retrieve,text-summarization,knowledge_base,2.184281999178806,0.9,0.4567065614408684,0.5,4
2,25,retrieve,text-summarization,vector_db,2.535941510887412,0.709004267172548,0.32906406341102373,0.25,4
2,25,retrieve,text-summarization,web_search,2.1959694550978623,0.6147585821621118,0.21422937514810778,0.25,4
2,25,retrieve,code-snippet,knowledge_base,2.184281999178806,0.4203298622196588,0.1903079220649561,0.2857142857142857,7
2,25,retrieve,code-snippet,vector_db,2.535941510887412,0.5695941459712673,0.40573076214871706,0.2857142857142857,7
2,25,retrieve,code-snippet,web_search,2.1959694550978623,0.6107632630900989,0.40396131578632694,0.42857142857142855,7
2,25,process,factual-lookup,calculator,1.3181802462448426,0.10311439465548324,0.008939305109605833,0.0,7
2,25,process,factual-lookup,regex_processor,1.5181624311555506,0.27922060862328446,0.07549245471412372,0.2857142857142857,7
2,25,process,factual-lookup,small_llm,4.079850287763688,0.5931684756547083,0.9155682401762705,0.7142857142857143,7
2,25,process,math-calculation,calculator,1.3181802462448426,0.3,0.06911304799468887,0.2857142857142857,7
2,25,process,math-calculation,regex_processor,1.5181624311555506,0.38389330975474667,0.13034130504462185,0.0,7
2,25,process,math-calculation,small_llm,4.079850287763688,0.5803628007629783,0.8005456469606892,0.7142857142857143,7
2,25,process,text-summarization,calculator,1.3181802462448426,0.05,0.0008271802707791666,0.0,4
2,25,process,text-summarization,regex_processor,1.5181624311555506,0.3099695487569871,0.03661353501595616,0.25,4
2,25,process,text-summarization,small_llm,4.079850287763688,0.9695025386087188,0.9625592847132647,0.75,4
2,25,process,code-snippet,calculator,1.3181802462448426,0.25683035028598605,0.022280785443359215,0.0,7
2,25,process,code-snippet,regex_processor,1.5181624311555506,0.7061918278299674,0.19401112066410434,0.14285714285714285,7
2,25,process,code-snippet,small_llm,4.079850287763688,0.865811894969673,0.7837080938925365,0.8571428571428571,7
2,50,retrieve,factual-lookup,knowledge_base,3.4995220948488965,0.8510274249551012,0.3880117399545719,0.4666666666666667,15
2,50,retrieve,factual-lookup,vector_db,3.7372302148198537,0.6487355273353228,0.24078766246712127,0.4,15
2,50,retrieve,factual-lookup,web_search,3.0250474754076024,0.8952899894498829,0.37120059757830687,0.13333333333333333,15
2,50,retrieve,math-calculation,knowledge_base,3.4995220948488965,0.3252687649863037,0.34833482551244666,0.18181818181818182,11
2,50,retrieve,math-calculation,vector_db,3.7372302148198537,0.3388876863548721,0.40379865115407354,0.6363636363636364,11
2,50,retrieve,math-calculation,web_search,3.0250474754076024,0.29511489026500876,0.24786652333347992,0.18181818181818182,11
2,50,retrieve,text-summarization,knowledge_base,3.4995220948488965,0.9,0.4840097185169218,0.5,12
2,50,retrieve,text-summarization,vector_db,3.7372302148198537,0.709004267172548,0.3207804355123808,0.25,12
2,50,retrieve,text-summarization,web_search,3.0250474754076024,0.6147585821621118,0.19520984597069743,0.25,12
2,50,retrieve,code-snippet,knowledge_base,3.4995220948488965,0.4203298622196588,0.20893522474911333,0.25,12
2,50,retrieve,code-snippet,vector_db,3.7372302148198537,0.5695941459712673,0.40973524168871717,0.25,12
2,50,retrieve,code-snippet,web_search,3.0250474754076024,0.6107632630900989,0.38132953356216953,0.5,12
2,50,process,factual-lookup,calculator,1.1301747886241718,0.10311439465548324,0.004350370856852004,0.0,15
2,50,process,factual-lookup,regex_processor,1.6895814315220579,0.27922060862328446,0.04768877202182298,0.2,15
2,50,process,factual-lookup,small_llm,7.442043564930125,0.5931684756547083,0.9479608571213249,0.8,15
2,50,process,math-calculation,calculator,1.1301747886241718,0.3,0.03559789211197023,0.18181818181818182,11
2,50,process,math-calculation,regex_processor,1.6895814315220579,0.38389330975474667,0.08714377577203998,0.0,11
2,50,process,math-calculation,small_llm,7.442043564930125,0.5803628007629783,0.8772583321159898,0.8181818181818182,11
2,50,process,text-summarization,calculator,1.1301747886241718,0.05,0.00039460303476089055,0.0,12
2,50,process,text-summarization,regex_processor,1.6895814315220579,0.3099695487569871,0.022672112471941726,0.16666666666666666,12
2,50,process,text-summarization,small_llm,7.442043564930125,0.9695025386087188,0.9769332844932974,0.8333333333333334,12
2,50,process,code-snippet,calculator,1.1301747886241718,0.25683035028598605,0.011476160662950357,0.0,12
2,50,process,code-snippet,regex_processor,1.6895814315220579,0.7061918278299674,0.12971279559175394,0.16666666666666666,12
2,50,process,code-snippet,small_llm,7.442043564930125,0.865811894969673,0.8588110437452956,0.8333333333333334,12
2,75,retrieve,factual-lookup,knowledge_base,5.414505519184754,0.8510274249551012,0.4598388594274176,0.55,20
2,75,retrieve,factual-lookup,vector_db,3.772400560235183,0.6487355273353228,0.1861713818165522,0.3,20
2,75,retrieve,factual-lookup,web_search,3.7662009071231997,0.8952899894498829,0.35398975875603006,0.15,20
2,75,retrieve,math-calculation,knowledge_base,5.414505519184754,0.3252687649863037,0.4293921324474397,0.2631578947368421,19
2,75,retrieve,math-calculation,vector_db,3.772400560235183,0.3388876863548721,0.3247431050991893,0.5789473684210527,19
2,75,retrieve,math-calculation,web_search,3.7662009071231997,0.29511489026500876,0.245864762453371,0.15789473684210525,19
2,75,retrieve,text-summarization,knowledge_base,5.414505519184754,0.9,0.5691757646475525,0.5555555555555556,18
2,75,retrieve,text-summarization,vector_db,3.772400560235183,0.709004267172548,0.24610366354709423,0.16666666666666666,18
2,75,retrieve,text-summarization,web_search,3.7662009071231997,0.6147585821621118,0.18472057180535328,0.2777777777777778,18
2,75,retrieve,code-snippet,knowledge_base,5.414505519184754,0.4203298622196588,0.2668067340555528,0.2777777777777778,18
2,75,retrieve,code-snippet,vector_db,3.772400560235183,0.5695941459712673,0.34135504840470504,0.2222222222222222,18
2,75,retrieve,code-snippet,web_search,3.7662009071231997,0.6107632630900989,0.3918382175397421,0.5,18
2,75,process,factual-lookup,calculator,1.019982746733315,0.10311439465548324,0.0029508002121669224,0.0,20
2,75,process,factual-lookup,regex_processor,1.9504959240460114,0.27922060862328446,0.04137598761472249,0.15,20
2,75,process,factual-lookup,small_llm,9.98262831576381,0.5931684756547083,0.9556732121731105,0.85,20
2,75,process,math-calculation,calculator,1.019982746733315,0.3,0.02453448012758174,0.10526315789473684,19
2,75,process,math-calculation,regex_processor,1.9504959240460114,0.38389330975474667,0.07682590044509875,0.10526315789473684,19
2,75,process,math-calculation,small_llm,9.98262831576381,0.5803628007629783,0.8986396194273195,0.7894736842105263,19
2,75,process,text-summarization,calculator,1.019982746733315,0.05,0.0002663702487924599,0.0,18
2,75,process,text-summarization,regex_processor,1.9504959240460114,0.3099695487569871,0.01957654248783758,0.1111111111111111,18
2,75,process,text-summarization,small_llm,9.98262831576381,0.9695025386087188,0.9801570872633699,0.8888888888888888,18
